date,open,high,low,close,volume,dividends,stock_splits,stock_symbol
2015-02-23,0.5359462038086603,0.5359462038086603,0.5292258474298538,0.5318660140037537,125008000,0.0,0.0,NVDA
2015-02-24,0.5339140313034113,0.5375280380249023,0.5290953173790225,0.5375280380249023,149356000,0.002125,0.0,NVDA
2015-02-25,0.5353595287781835,0.5377689428655754,0.5310227097967839,0.5334320664405823,123820000,0.0,0.0,NVDA
2015-02-26,0.5339136887938236,0.5380095872576447,0.5305405452557671,0.5348774194717407,152864000,0.0,0.0,NVDA
2015-02-27,0.5334320934777759,0.5346368005825328,0.5295771111635886,0.5315046310424805,157492000,0.0,0.0,NVDA
2015-03-02,0.5300591087030536,0.5474065037728431,0.5293362957881784,0.5445152521133423,301512000,0.0,0.0,NVDA
2015-03-03,0.5404189330749597,0.5430692067530472,0.532708972901443,0.5343955159187317,160344000,0.0,0.0,NVDA
2015-03-04,0.53246816202844,0.541623691318602,0.5302997245214642,0.5404190421104431,226840000,0.0,0.0,NVDA
2015-03-05,0.5404192809447737,0.5517432527464575,0.5389736553012395,0.5507795214653015,323056000,0.0,0.0,NVDA
2015-03-06,0.5476471622054534,0.5502974366724047,0.5428284500235891,0.5433103442192078,257392000,0.0,0.0,NVDA
2015-03-09,0.5435513457655873,0.5488519529541314,0.5423466388139954,0.5447559952735901,222388000,0.0,0.0,NVDA
2015-03-10,0.5471653967721049,0.5577666120218125,0.546201665597657,0.5541525483131409,527212000,0.0,0.0,NVDA
2015-03-11,0.5541523792409706,0.561380447009433,0.5498155615573237,0.5512611865997314,262120000,0.0,0.0,NVDA
2015-03-12,0.5459607279037584,0.550056628333356,0.5358414073200755,0.5462016463279724,406972000,0.0,0.0,NVDA
2015-03-13,0.543551206351668,0.5483699180349196,0.5360821630321259,0.5469242930412292,359288000,0.0,0.0,NVDA
2015-03-16,0.551261342054435,0.5568028679839807,0.5476472784292562,0.5534297227859497,236956000,0.0,0.0,NVDA
2015-03-17,0.5522249552527605,0.5604167544619614,0.5483699740238482,0.5601758360862732,299900000,0.0,0.0,NVDA
2015-03-18,0.560175670707761,0.5630668626932044,0.5459604567544164,0.551020085811615,413844000,0.0,0.0,NVDA
2015-03-19,0.5529478728406537,0.561380592027106,0.5488519724581497,0.5594531297683716,310756000,0.0,0.0,NVDA
2015-03-20,0.5640307903083662,0.5688495022528828,0.558730184191967,0.5654763579368591,462084000,0.0,0.0,NVDA
2015-03-23,0.5486108997807959,0.5558389681409135,0.5469243562411266,0.5471652746200562,426012000,0.0,0.0,NVDA
2015-03-24,0.5454787795052557,0.5493337611282606,0.5372869794586118,0.5396963357925415,330480000,0.0,0.0,NVDA
2015-03-25,0.539455440162561,0.539455440162561,0.5052424983556144,0.5069290995597839,542552000,0.0,0.0,NVDA
2015-03-26,0.49656877167133906,0.5074108449563668,0.4929547089472777,0.5052424073219299,311920000,0.0,0.0,NVDA
2015-03-27,0.5081337135069101,0.5170483259507123,0.49994191368758745,0.5151208639144897,318288000,0.0,0.0,NVDA
2015-03-30,0.5175300203781042,0.5199393757149918,0.5107837909686813,0.5172891020774841,253252000,0.0,0.0,NVDA
2015-03-31,0.5158437856283056,0.5163256225174666,0.5037970017453299,0.504278838634491,357276000,0.0,0.0,NVDA
2015-04-01,0.5062062740325928,0.5078928177503539,0.4975325795958307,0.5062062740325928,330768000,0.0,0.0,NVDA
2015-04-02,0.5090976068979394,0.5105432326079702,0.5030742430309482,0.5074110627174377,192204000,0.0,0.0,NVDA
